"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2017-07-31 12:53:27.198660","172.217.6.228","10.8.227.69","TLSv1.2","689","Application Data"
"2","2017-07-31 12:53:27.242597","10.8.227.69","172.217.6.228","TCP","54","56864  >  443 [ACK] Seq=1 Ack=636 Win=1677 Len=0"
"3","2017-07-31 12:53:27.603148","Microsof_bf:a2:1c","Apple_03:1f:11","ARP","42","Who has 10.8.227.69? Tell 10.8.113.245"
"4","2017-07-31 12:53:27.603188","Apple_03:1f:11","Microsof_bf:a2:1c","ARP","42","10.8.227.69 is at a0:99:9b:03:1f:11"
"5","2017-07-31 12:53:27.782106","Apple_03:1f:11","MS-NLB-PhysServer-31_a0:00:00:09","ARP","42","Who has 10.8.0.1? Tell 10.8.227.69"
"6","2017-07-31 12:53:27.783270","MS-NLB-PhysServer-31_a0:00:00:09","Apple_03:1f:11","ARP","60","10.8.0.1 is at 02:1f:a0:00:00:09"
"7","2017-07-31 12:53:27.869702","10.8.227.69","10.8.135.56","TLSv1.2","178","Application Data"
"8","2017-07-31 12:53:27.870870","10.8.227.69","10.8.135.56","TLSv1.2","168","Application Data"
"9","2017-07-31 12:53:27.995256","10.8.135.56","10.8.227.69","TLSv1.2","159","Application Data"
"10","2017-07-31 12:53:28.045314","10.8.227.69","10.8.135.56","TCP","54","57129  >  443 [ACK] Seq=239 Ack=106 Win=257 Len=0"
"11","2017-07-31 12:53:28.045617","10.8.135.56","10.8.227.69","TLSv1.2","174","Application Data"
"12","2017-07-31 12:53:28.091744","10.8.227.69","10.8.135.56","TCP","54","57129  >  443 [ACK] Seq=239 Ack=226 Win=257 Len=0"
"13","2017-07-31 12:53:28.865420","10.8.227.69","65.52.108.236","TLSv1","107","Application Data"
"14","2017-07-31 12:53:28.878822","65.52.108.236","10.8.227.69","TLSv1","192","Application Data, Application Data"
"15","2017-07-31 12:53:28.927104","10.8.227.69","65.52.108.236","TCP","54","49749  >  443 [ACK] Seq=54 Ack=139 Win=259 Len=0"
"16","2017-07-31 12:53:28.974004","10.8.227.69","10.8.135.56","SSH","102","Client: Encrypted packet (len=48)"
"17","2017-07-31 12:53:29.061332","10.8.135.56","10.8.227.69","TCP","54","22  >  57250 [ACK] Seq=1 Ack=49 Win=257 Len=0"
"18","2017-07-31 12:53:29.651273","157.55.170.113","10.8.227.69","TLSv1","123","Application Data"
"19","2017-07-31 12:53:29.652291","10.8.227.69","157.55.170.113","TLSv1","160","Application Data, Application Data"
"20","2017-07-31 12:53:29.735847","157.55.170.113","10.8.227.69","TCP","56","5671  >  50223 [ACK] Seq=70 Ack=107 Win=510 Len=0"
"21","2017-07-31 12:53:31.084950","172.217.6.228","10.8.227.69","TLSv1.2","455","Application Data"
"22","2017-07-31 12:53:31.138909","10.8.227.69","172.217.6.228","TCP","54","56864  >  443 [ACK] Seq=1 Ack=1037 Win=1681 Len=0"
"23","2017-07-31 12:53:32.485041","10.8.227.69","10.8.113.245","SSH","102","Client: Encrypted packet (len=48)"
"24","2017-07-31 12:53:32.592811","10.8.227.69","10.8.113.245","TCP","55","[TCP Retransmission] 57452  >  22 [ACK] Seq=0 Ack=1 Win=256 Len=1"
"25","2017-07-31 12:53:32.592861","10.8.113.245","10.8.227.69","TCP","54","22  >  57452 [ACK] Seq=1 Ack=49 Win=257 Len=0"
"26","2017-07-31 12:53:32.595001","10.8.113.245","10.8.227.69","TCP","66","[TCP Dup ACK 25#1] 22  >  57452 [ACK] Seq=1 Ack=49 Win=257 Len=0 SLE=0 SRE=1"
"27","2017-07-31 12:53:34.976364","172.217.6.228","10.8.227.69","TLSv1.2","693","Application Data"
"28","2017-07-31 12:53:35.018409","10.8.227.69","172.217.6.228","TCP","54","56864  >  443 [ACK] Seq=1 Ack=1676 Win=1679 Len=0"
"29","2017-07-31 12:53:38.021480","10.8.227.69","10.8.135.56","TLSv1.2","178","Application Data"
"30","2017-07-31 12:53:38.068217","10.8.227.69","10.8.135.56","TLSv1.2","168","Application Data"
"31","2017-07-31 12:53:38.135376","10.8.135.56","10.8.227.69","TLSv1.2","160","Application Data"
"32","2017-07-31 12:53:38.144948","10.8.135.56","10.8.227.69","TLSv1.2","174","Application Data"
"33","2017-07-31 12:53:38.145042","10.8.227.69","10.8.135.56","TCP","54","57129  >  443 [ACK] Seq=477 Ack=452 Win=256 Len=0"
"34","2017-07-31 12:53:38.867785","172.217.6.228","10.8.227.69","TLSv1.2","455","Application Data"
"35","2017-07-31 12:53:38.909204","10.8.227.69","172.217.6.228","TCP","54","56864  >  443 [ACK] Seq=1 Ack=2077 Win=1677 Len=0"
"36","2017-07-31 12:53:38.986869","10.8.227.69","10.8.135.56","SSH","102","Client: Encrypted packet (len=48)"
"37","2017-07-31 12:53:39.063732","10.8.227.69","10.8.135.56","SSH","55","Client: [TCP Spurious Retransmission] , Encrypted packet (len=1)"
"38","2017-07-31 12:53:39.066383","10.8.135.56","10.8.227.69","TCP","66","22  >  57250 [ACK] Seq=1 Ack=97 Win=256 Len=0 SLE=48 SRE=49"
"39","2017-07-31 12:53:39.487575","10.8.227.69","10.8.113.245","TCP","66","57631  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"40","2017-07-31 12:53:39.584983","10.8.113.245","10.8.227.69","TCP","66","443  >  57631 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"41","2017-07-31 12:53:39.585043","10.8.227.69","10.8.113.245","TCP","54","57631  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"42","2017-07-31 12:53:39.696892","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"43","2017-07-31 12:53:39.891198","10.8.113.245","10.8.227.69","TCP","54","443  >  57631 [ACK] Seq=1 Ack=518 Win=66304 Len=0"
"44","2017-07-31 12:53:39.891419","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"45","2017-07-31 12:53:39.893934","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"46","2017-07-31 12:53:39.905863","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"47","2017-07-31 12:53:39.906196","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"48","2017-07-31 12:53:39.913292","10.8.113.245","10.8.227.69","TLSv1.2","1052","Application Data"
"49","2017-07-31 12:53:39.914373","10.8.227.69","10.8.113.245","TCP","54","57631  >  443 [FIN, ACK] Seq=901 Ack=2426 Win=65280 Len=0"
"50","2017-07-31 12:53:39.916934","10.8.113.245","10.8.227.69","TCP","54","443  >  57631 [FIN, ACK] Seq=2426 Ack=902 Win=66048 Len=0"
"51","2017-07-31 12:53:39.916984","10.8.227.69","10.8.113.245","TCP","54","57631  >  443 [ACK] Seq=902 Ack=2427 Win=65280 Len=0"
"52","2017-07-31 12:53:39.917308","10.8.227.69","10.8.113.245","TCP","66","57632  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"53","2017-07-31 12:53:39.920150","10.8.113.245","10.8.227.69","TCP","66","443  >  57632 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"54","2017-07-31 12:53:39.920201","10.8.227.69","10.8.113.245","TCP","54","57632  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"55","2017-07-31 12:53:39.924619","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"56","2017-07-31 12:53:39.980228","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"57","2017-07-31 12:53:39.982691","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"58","2017-07-31 12:53:39.994796","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"59","2017-07-31 12:53:39.995207","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"60","2017-07-31 12:53:40.001213","10.8.113.245","10.8.227.69","TLSv1.2","1059","Application Data"
"61","2017-07-31 12:53:40.002222","10.8.227.69","10.8.113.245","TCP","54","57632  >  443 [FIN, ACK] Seq=901 Ack=2433 Win=65280 Len=0"
"62","2017-07-31 12:53:40.004315","10.8.227.69","10.8.113.245","TCP","66","57633  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"63","2017-07-31 12:53:40.004866","10.8.113.245","10.8.227.69","TCP","54","443  >  57632 [FIN, ACK] Seq=2433 Ack=902 Win=66048 Len=0"
"64","2017-07-31 12:53:40.004885","10.8.227.69","10.8.113.245","TCP","54","57632  >  443 [ACK] Seq=902 Ack=2434 Win=65280 Len=0"
"65","2017-07-31 12:53:40.007139","10.8.113.245","10.8.227.69","TCP","66","443  >  57633 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"66","2017-07-31 12:53:40.007170","10.8.227.69","10.8.113.245","TCP","54","57633  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"67","2017-07-31 12:53:40.011243","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"68","2017-07-31 12:53:40.066012","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"69","2017-07-31 12:53:40.068262","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"70","2017-07-31 12:53:40.080925","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"71","2017-07-31 12:53:40.081241","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"72","2017-07-31 12:53:40.087730","10.8.113.245","10.8.227.69","TLSv1.2","1050","Application Data"
"73","2017-07-31 12:53:40.088669","10.8.227.69","10.8.113.245","TCP","54","57633  >  443 [FIN, ACK] Seq=901 Ack=2424 Win=65280 Len=0"
"74","2017-07-31 12:53:40.090713","10.8.227.69","10.8.113.245","TCP","66","57634  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"75","2017-07-31 12:53:40.091265","10.8.113.245","10.8.227.69","TCP","54","443  >  57633 [FIN, ACK] Seq=2424 Ack=902 Win=66048 Len=0"
"76","2017-07-31 12:53:40.091287","10.8.227.69","10.8.113.245","TCP","54","57633  >  443 [ACK] Seq=902 Ack=2425 Win=65280 Len=0"
"77","2017-07-31 12:53:40.096180","10.8.113.245","10.8.227.69","TCP","66","443  >  57634 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"78","2017-07-31 12:53:40.096230","10.8.227.69","10.8.113.245","TCP","54","57634  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"79","2017-07-31 12:53:40.100427","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"80","2017-07-31 12:53:40.162832","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"81","2017-07-31 12:53:40.166875","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"82","2017-07-31 12:53:40.178975","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"83","2017-07-31 12:53:40.179291","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"84","2017-07-31 12:53:40.185974","10.8.113.245","10.8.227.69","TLSv1.2","1054","Application Data"
"85","2017-07-31 12:53:40.187051","10.8.227.69","10.8.113.245","TCP","54","57634  >  443 [FIN, ACK] Seq=901 Ack=2428 Win=65280 Len=0"
"86","2017-07-31 12:53:40.189134","10.8.227.69","10.8.113.245","TCP","66","57635  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"87","2017-07-31 12:53:40.189458","10.8.113.245","10.8.227.69","TCP","54","443  >  57634 [FIN, ACK] Seq=2428 Ack=902 Win=66048 Len=0"
"88","2017-07-31 12:53:40.189478","10.8.227.69","10.8.113.245","TCP","54","57634  >  443 [ACK] Seq=902 Ack=2429 Win=65280 Len=0"
"89","2017-07-31 12:53:40.191966","10.8.113.245","10.8.227.69","TCP","66","443  >  57635 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"90","2017-07-31 12:53:40.192008","10.8.227.69","10.8.113.245","TCP","54","57635  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"91","2017-07-31 12:53:40.196782","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"92","2017-07-31 12:53:40.256711","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"93","2017-07-31 12:53:40.265092","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"94","2017-07-31 12:53:40.277119","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"95","2017-07-31 12:53:40.278031","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"96","2017-07-31 12:53:40.283800","10.8.113.245","10.8.227.69","TLSv1.2","1050","Application Data"
"97","2017-07-31 12:53:40.286758","10.8.227.69","10.8.113.245","TCP","54","57635  >  443 [FIN, ACK] Seq=901 Ack=2424 Win=65280 Len=0"
"98","2017-07-31 12:53:40.289366","10.8.113.245","10.8.227.69","TCP","54","443  >  57635 [FIN, ACK] Seq=2424 Ack=902 Win=66048 Len=0"
"99","2017-07-31 12:53:40.289426","10.8.227.69","10.8.113.245","TCP","54","57635  >  443 [ACK] Seq=902 Ack=2425 Win=65280 Len=0"
"100","2017-07-31 12:53:40.293219","10.8.227.69","10.8.113.245","TCP","66","57636  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"101","2017-07-31 12:53:40.295831","10.8.113.245","10.8.227.69","TCP","66","443  >  57636 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"102","2017-07-31 12:53:40.295967","10.8.227.69","10.8.113.245","TCP","54","57636  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"103","2017-07-31 12:53:40.311898","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"104","2017-07-31 12:53:40.373737","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"105","2017-07-31 12:53:40.382357","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"106","2017-07-31 12:53:40.395665","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"107","2017-07-31 12:53:40.396517","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"108","2017-07-31 12:53:40.403344","10.8.113.245","10.8.227.69","TLSv1.2","1052","Application Data"
"109","2017-07-31 12:53:40.406388","10.8.227.69","10.8.113.245","TCP","54","57636  >  443 [FIN, ACK] Seq=901 Ack=2426 Win=65280 Len=0"
"110","2017-07-31 12:53:40.410348","10.8.113.245","10.8.227.69","TCP","54","443  >  57636 [FIN, ACK] Seq=2426 Ack=902 Win=66048 Len=0"
"111","2017-07-31 12:53:40.410441","10.8.227.69","10.8.113.245","TCP","54","57636  >  443 [ACK] Seq=902 Ack=2427 Win=65280 Len=0"
"112","2017-07-31 12:53:40.413924","10.8.227.69","10.8.113.245","TCP","66","57637  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"113","2017-07-31 12:53:40.416970","10.8.113.245","10.8.227.69","TCP","66","443  >  57637 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"114","2017-07-31 12:53:40.417077","10.8.227.69","10.8.113.245","TCP","54","57637  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"115","2017-07-31 12:53:40.433739","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"116","2017-07-31 12:53:40.503411","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"117","2017-07-31 12:53:40.512183","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"118","2017-07-31 12:53:40.524263","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"119","2017-07-31 12:53:40.525486","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"120","2017-07-31 12:53:40.531150","10.8.113.245","10.8.227.69","TLSv1.2","1054","Application Data"
"121","2017-07-31 12:53:40.534141","10.8.227.69","10.8.113.245","TCP","54","57637  >  443 [FIN, ACK] Seq=901 Ack=2428 Win=65280 Len=0"
"122","2017-07-31 12:53:40.537406","10.8.113.245","10.8.227.69","TCP","54","443  >  57637 [FIN, ACK] Seq=2428 Ack=902 Win=66048 Len=0"
"123","2017-07-31 12:53:40.537510","10.8.227.69","10.8.113.245","TCP","54","57637  >  443 [ACK] Seq=902 Ack=2429 Win=65280 Len=0"
"124","2017-07-31 12:53:40.543732","10.8.227.69","10.8.113.245","TCP","66","57638  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"125","2017-07-31 12:53:40.546280","10.8.113.245","10.8.227.69","TCP","66","443  >  57638 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"126","2017-07-31 12:53:40.546388","10.8.227.69","10.8.113.245","TCP","54","57638  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"127","2017-07-31 12:53:40.563881","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"128","2017-07-31 12:53:40.617002","10.8.113.245","10.8.227.69","TCP","54","443  >  57638 [ACK] Seq=1 Ack=518 Win=66304 Len=0"
"129","2017-07-31 12:53:40.620938","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"130","2017-07-31 12:53:40.629485","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"131","2017-07-31 12:53:40.641857","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"132","2017-07-31 12:53:40.642854","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"133","2017-07-31 12:53:40.649148","10.8.113.245","10.8.227.69","TLSv1.2","1053","Application Data"
"134","2017-07-31 12:53:40.652220","10.8.227.69","10.8.113.245","TCP","54","57638  >  443 [FIN, ACK] Seq=901 Ack=2427 Win=65280 Len=0"
"135","2017-07-31 12:53:40.654734","10.8.113.245","10.8.227.69","TCP","54","443  >  57638 [FIN, ACK] Seq=2427 Ack=902 Win=66048 Len=0"
"136","2017-07-31 12:53:40.654811","10.8.227.69","10.8.113.245","TCP","54","57638  >  443 [ACK] Seq=902 Ack=2428 Win=65280 Len=0"
"137","2017-07-31 12:53:40.659067","10.8.227.69","10.8.113.245","TCP","66","57639  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"138","2017-07-31 12:53:40.662045","10.8.113.245","10.8.227.69","TCP","66","443  >  57639 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"139","2017-07-31 12:53:40.662203","10.8.227.69","10.8.113.245","TCP","54","57639  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"140","2017-07-31 12:53:40.679629","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"141","2017-07-31 12:53:40.740821","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"142","2017-07-31 12:53:40.749461","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"143","2017-07-31 12:53:40.763123","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"144","2017-07-31 12:53:40.764082","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"145","2017-07-31 12:53:40.770676","10.8.113.245","10.8.227.69","TLSv1.2","1051","Application Data"
"146","2017-07-31 12:53:40.775012","10.8.227.69","10.8.113.245","TCP","54","57639  >  443 [FIN, ACK] Seq=901 Ack=2425 Win=65280 Len=0"
"147","2017-07-31 12:53:40.779273","10.8.113.245","10.8.227.69","TCP","54","443  >  57639 [FIN, ACK] Seq=2425 Ack=902 Win=66048 Len=0"
"148","2017-07-31 12:53:40.779352","10.8.227.69","10.8.113.245","TCP","54","57639  >  443 [ACK] Seq=902 Ack=2426 Win=65280 Len=0"
"149","2017-07-31 12:53:40.783743","10.8.227.69","10.8.113.245","TCP","66","57640  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"150","2017-07-31 12:53:40.788264","10.8.113.245","10.8.227.69","TCP","66","443  >  57640 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"151","2017-07-31 12:53:40.788446","10.8.227.69","10.8.113.245","TCP","54","57640  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"152","2017-07-31 12:53:40.806484","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"153","2017-07-31 12:53:40.869603","10.8.113.245","10.8.227.69","TCP","54","443  >  57640 [ACK] Seq=1 Ack=518 Win=66304 Len=0"
"154","2017-07-31 12:53:40.869860","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"155","2017-07-31 12:53:40.872933","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"156","2017-07-31 12:53:40.888355","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"157","2017-07-31 12:53:40.888769","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"158","2017-07-31 12:53:40.897355","10.8.113.245","10.8.227.69","TLSv1.2","1052","Application Data"
"159","2017-07-31 12:53:40.898601","10.8.227.69","10.8.113.245","TCP","54","57640  >  443 [FIN, ACK] Seq=901 Ack=2426 Win=65280 Len=0"
"160","2017-07-31 12:53:40.900940","10.8.113.245","10.8.227.69","TCP","54","443  >  57640 [FIN, ACK] Seq=2426 Ack=902 Win=66048 Len=0"
"161","2017-07-31 12:53:40.900966","10.8.227.69","10.8.113.245","TCP","54","57640  >  443 [ACK] Seq=902 Ack=2427 Win=65280 Len=0"
"162","2017-07-31 12:53:40.901165","10.8.227.69","10.8.113.245","TCP","66","57641  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"163","2017-07-31 12:53:40.914739","10.8.113.245","10.8.227.69","TCP","66","443  >  57641 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"164","2017-07-31 12:53:40.914804","10.8.227.69","10.8.113.245","TCP","54","57641  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"165","2017-07-31 12:53:40.920840","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"166","2017-07-31 12:53:40.980401","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"167","2017-07-31 12:53:40.988909","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"168","2017-07-31 12:53:41.000843","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"169","2017-07-31 12:53:41.001766","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"170","2017-07-31 12:53:41.007578","10.8.113.245","10.8.227.69","TLSv1.2","1050","Application Data"
"171","2017-07-31 12:53:41.010564","10.8.227.69","10.8.113.245","TCP","54","57641  >  443 [FIN, ACK] Seq=901 Ack=2424 Win=65280 Len=0"
"172","2017-07-31 12:53:41.013057","10.8.113.245","10.8.227.69","TCP","54","443  >  57641 [FIN, ACK] Seq=2424 Ack=902 Win=66048 Len=0"
"173","2017-07-31 12:53:41.013120","10.8.227.69","10.8.113.245","TCP","54","57641  >  443 [ACK] Seq=902 Ack=2425 Win=65280 Len=0"
"174","2017-07-31 12:53:41.017251","10.8.227.69","10.8.113.245","TCP","66","57643  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"175","2017-07-31 12:53:41.020393","10.8.113.245","10.8.227.69","TCP","66","443  >  57643 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"176","2017-07-31 12:53:41.020548","10.8.227.69","10.8.113.245","TCP","54","57643  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"177","2017-07-31 12:53:41.036848","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"178","2017-07-31 12:53:41.100408","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"179","2017-07-31 12:53:41.109177","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"180","2017-07-31 12:53:41.122077","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"181","2017-07-31 12:53:41.123052","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"182","2017-07-31 12:53:41.129606","10.8.113.245","10.8.227.69","TLSv1.2","1053","Application Data"
"183","2017-07-31 12:53:41.132639","10.8.227.69","10.8.113.245","TCP","54","57643  >  443 [FIN, ACK] Seq=901 Ack=2427 Win=65280 Len=0"
"184","2017-07-31 12:53:41.135217","10.8.113.245","10.8.227.69","TCP","54","443  >  57643 [FIN, ACK] Seq=2427 Ack=902 Win=66048 Len=0"
"185","2017-07-31 12:53:41.135280","10.8.227.69","10.8.113.245","TCP","54","57643  >  443 [ACK] Seq=902 Ack=2428 Win=65280 Len=0"
"186","2017-07-31 12:53:41.139371","10.8.227.69","10.8.113.245","TCP","66","57644  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"187","2017-07-31 12:53:41.145898","10.8.113.245","10.8.227.69","TCP","66","443  >  57644 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"188","2017-07-31 12:53:41.146011","10.8.227.69","10.8.113.245","TCP","54","57644  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"189","2017-07-31 12:53:41.162602","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"190","2017-07-31 12:53:41.221361","10.8.113.245","10.8.227.69","TCP","54","443  >  57644 [ACK] Seq=1 Ack=518 Win=66304 Len=0"
"191","2017-07-31 12:53:41.221625","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
