"No.","Time","Source","Destination","Protocol","Length","Info"
"5926","2017-07-31 12:54:11.485052","10.8.135.56","10.8.227.69","TLSv1.2","1047","Application Data"
"5927","2017-07-31 12:54:11.488163","10.8.227.69","10.8.135.56","TCP","54","58115  >  443 [FIN, ACK] Seq=900 Ack=2350 Win=66304 Len=0"
"5928","2017-07-31 12:54:11.492030","10.8.135.56","10.8.227.69","TCP","54","443  >  58115 [FIN, ACK] Seq=2350 Ack=901 Win=66048 Len=0"
"5929","2017-07-31 12:54:11.492101","10.8.227.69","10.8.135.56","TCP","54","58115  >  443 [ACK] Seq=901 Ack=2351 Win=66304 Len=0"
"5930","2017-07-31 12:54:11.494890","10.8.227.69","10.8.135.56","TCP","66","58117  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"5931","2017-07-31 12:54:11.497806","10.8.135.56","10.8.227.69","TCP","66","443  >  58117 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"5932","2017-07-31 12:54:11.497941","10.8.227.69","10.8.135.56","TCP","54","58117  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"5933","2017-07-31 12:54:11.513750","10.8.227.69","10.8.135.56","TLSv1.2","571","Client Hello"
"5934","2017-07-31 12:54:11.514673","34.211.247.9","10.8.227.69","TCP","1440","[TCP segment of a reassembled PDU]"
"5935","2017-07-31 12:54:11.514682","34.211.247.9","10.8.227.69","TLSv1.2","443","Application Data"
"5936","2017-07-31 12:54:11.514759","10.8.227.69","34.211.247.9","TCP","54","58109  >  443 [ACK] Seq=2999 Ack=6493 Win=66304 Len=0"
"5937","2017-07-31 12:54:11.536715","10.8.113.245","10.8.227.69","TCP","54","443  >  58116 [ACK] Seq=1 Ack=518 Win=66304 Len=0"
"5938","2017-07-31 12:54:11.538555","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"5939","2017-07-31 12:54:11.546889","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"5940","2017-07-31 12:54:11.560597","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"5941","2017-07-31 12:54:11.561439","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"5942","2017-07-31 12:54:11.567772","10.8.113.245","10.8.227.69","TLSv1.2","1053","Application Data"
"5943","2017-07-31 12:54:11.570648","10.8.227.69","10.8.113.245","TCP","54","58116  >  443 [FIN, ACK] Seq=901 Ack=2427 Win=65280 Len=0"
"5944","2017-07-31 12:54:11.573173","10.8.113.245","10.8.227.69","TCP","54","443  >  58116 [FIN, ACK] Seq=2427 Ack=902 Win=66048 Len=0"
"5945","2017-07-31 12:54:11.573242","10.8.227.69","10.8.113.245","TCP","54","58116  >  443 [ACK] Seq=902 Ack=2428 Win=65280 Len=0"
"5946","2017-07-31 12:54:11.574902","10.8.135.56","10.8.227.69","TLSv1.2","1359","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"5947","2017-07-31 12:54:11.577234","10.8.227.69","10.8.113.245","TCP","66","58118  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"5948","2017-07-31 12:54:11.580622","10.8.227.69","10.8.135.56","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"5949","2017-07-31 12:54:11.580958","10.8.113.245","10.8.227.69","TCP","66","443  >  58118 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"5950","2017-07-31 12:54:11.581037","10.8.227.69","10.8.113.245","TCP","54","58118  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"5951","2017-07-31 12:54:11.590532","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"5952","2017-07-31 12:54:11.593500","10.8.135.56","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"5953","2017-07-31 12:54:11.594019","10.8.227.69","10.8.135.56","TLSv1.2","310","Application Data"
"5954","2017-07-31 12:54:11.602747","10.8.135.56","10.8.227.69","TLSv1.2","1047","Application Data"
"5955","2017-07-31 12:54:11.604591","10.8.227.69","10.8.135.56","TCP","54","58117  >  443 [FIN, ACK] Seq=900 Ack=2350 Win=66304 Len=0"
"5956","2017-07-31 12:54:11.608060","10.8.227.69","10.8.135.56","TCP","66","58119  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"5957","2017-07-31 12:54:11.608581","10.8.135.56","10.8.227.69","TCP","54","443  >  58117 [FIN, ACK] Seq=2350 Ack=901 Win=66048 Len=0"
"5958","2017-07-31 12:54:11.608607","10.8.227.69","10.8.135.56","TCP","54","58117  >  443 [ACK] Seq=901 Ack=2351 Win=66304 Len=0"
"5959","2017-07-31 12:54:11.613609","10.8.135.56","10.8.227.69","TCP","66","443  >  58119 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"5960","2017-07-31 12:54:11.613657","10.8.227.69","10.8.135.56","TCP","54","58119  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"5961","2017-07-31 12:54:11.619822","10.8.227.69","10.8.135.56","TLSv1.2","571","Client Hello"
"5962","2017-07-31 12:54:11.648120","10.8.113.245","10.8.227.69","UDP","406","60536  >  20601 Len=364"
"5963","2017-07-31 12:54:11.648121","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"5964","2017-07-31 12:54:11.651160","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"5965","2017-07-31 12:54:11.660589","10.8.227.69","10.8.113.245","UDP","49","20601  >  60536 Len=7"
"5966","2017-07-31 12:54:11.663204","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"5967","2017-07-31 12:54:11.663578","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"5968","2017-07-31 12:54:11.669923","10.8.113.245","10.8.227.69","TLSv1.2","1050","Application Data"
"5969","2017-07-31 12:54:11.672707","10.8.227.69","10.8.113.245","TCP","54","58118  >  443 [FIN, ACK] Seq=901 Ack=2424 Win=65280 Len=0"
"5970","2017-07-31 12:54:11.675284","10.8.135.56","10.8.227.69","TLSv1.2","1359","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"5971","2017-07-31 12:54:11.675286","10.8.113.245","10.8.227.69","TCP","54","443  >  58118 [FIN, ACK] Seq=2424 Ack=902 Win=66048 Len=0"
"5972","2017-07-31 12:54:11.675368","10.8.227.69","10.8.113.245","TCP","54","58118  >  443 [ACK] Seq=902 Ack=2425 Win=65280 Len=0"
"5973","2017-07-31 12:54:11.679108","10.8.227.69","10.8.113.245","TCP","66","58120  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"5974","2017-07-31 12:54:11.681938","10.8.113.245","10.8.227.69","TCP","66","443  >  58120 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"5975","2017-07-31 12:54:11.682054","10.8.227.69","10.8.113.245","TCP","54","58120  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"5976","2017-07-31 12:54:11.683280","10.8.227.69","10.8.135.56","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"5977","2017-07-31 12:54:11.697583","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"5978","2017-07-31 12:54:11.698017","10.8.135.56","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"5979","2017-07-31 12:54:11.698845","10.8.227.69","10.8.135.56","TLSv1.2","310","Application Data"
"5980","2017-07-31 12:54:11.704359","10.8.135.56","10.8.227.69","TLSv1.2","1055","Application Data"
"5981","2017-07-31 12:54:11.707322","10.8.227.69","10.8.135.56","TCP","54","58119  >  443 [FIN, ACK] Seq=900 Ack=2358 Win=66304 Len=0"
"5982","2017-07-31 12:54:11.709797","10.8.135.56","10.8.227.69","TCP","54","443  >  58119 [FIN, ACK] Seq=2358 Ack=901 Win=66048 Len=0"
"5983","2017-07-31 12:54:11.709863","10.8.227.69","10.8.135.56","TCP","54","58119  >  443 [ACK] Seq=901 Ack=2359 Win=66304 Len=0"
"5984","2017-07-31 12:54:11.714217","10.8.227.69","10.8.135.56","TCP","66","58121  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"5985","2017-07-31 12:54:11.716795","10.8.135.56","10.8.227.69","TCP","66","443  >  58121 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"5986","2017-07-31 12:54:11.716896","10.8.227.69","10.8.135.56","TCP","54","58121  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"5987","2017-07-31 12:54:11.732345","10.8.227.69","10.8.135.56","TLSv1.2","571","Client Hello"
"5988","2017-07-31 12:54:11.750570","10.8.113.245","10.8.227.69","TCP","54","443  >  58120 [ACK] Seq=1 Ack=518 Win=66304 Len=0"
"5989","2017-07-31 12:54:11.756302","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"5990","2017-07-31 12:54:11.764659","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"5991","2017-07-31 12:54:11.776830","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"5992","2017-07-31 12:54:11.777755","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"5993","2017-07-31 12:54:11.784077","10.8.113.245","10.8.227.69","TLSv1.2","1046","Application Data"
"5994","2017-07-31 12:54:11.787108","10.8.227.69","10.8.113.245","TCP","54","58120  >  443 [FIN, ACK] Seq=901 Ack=2420 Win=65536 Len=0"
"5995","2017-07-31 12:54:11.788034","10.8.135.56","10.8.227.69","TLSv1.2","1359","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"5996","2017-07-31 12:54:11.789718","10.8.113.245","10.8.227.69","TCP","54","443  >  58120 [FIN, ACK] Seq=2420 Ack=902 Win=66048 Len=0"
"5997","2017-07-31 12:54:11.789779","10.8.227.69","10.8.113.245","TCP","54","58120  >  443 [ACK] Seq=902 Ack=2421 Win=65536 Len=0"
"5998","2017-07-31 12:54:11.793504","10.8.227.69","10.8.113.245","TCP","66","58122  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"5999","2017-07-31 12:54:11.795821","10.8.227.69","10.8.135.56","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6000","2017-07-31 12:54:11.796191","10.8.113.245","10.8.227.69","TCP","66","443  >  58122 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"6001","2017-07-31 12:54:11.796305","10.8.227.69","10.8.113.245","TCP","54","58122  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"6002","2017-07-31 12:54:11.811422","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"6003","2017-07-31 12:54:11.875757","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6004","2017-07-31 12:54:11.884212","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6005","2017-07-31 12:54:11.896451","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"6006","2017-07-31 12:54:11.897399","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"6007","2017-07-31 12:54:11.903783","10.8.113.245","10.8.227.69","TLSv1.2","1047","Application Data"
"6008","2017-07-31 12:54:11.906754","10.8.227.69","10.8.113.245","TCP","54","58122  >  443 [FIN, ACK] Seq=901 Ack=2421 Win=65280 Len=0"
"6009","2017-07-31 12:54:11.909296","10.8.113.245","10.8.227.69","TCP","54","443  >  58122 [FIN, ACK] Seq=2421 Ack=902 Win=66048 Len=0"
"6010","2017-07-31 12:54:11.909365","10.8.227.69","10.8.113.245","TCP","54","58122  >  443 [ACK] Seq=902 Ack=2422 Win=65280 Len=0"
"6011","2017-07-31 12:54:11.913195","10.8.227.69","10.8.113.245","TCP","66","58123  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6012","2017-07-31 12:54:11.915894","10.8.113.245","10.8.227.69","TCP","66","443  >  58123 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"6013","2017-07-31 12:54:11.916039","10.8.227.69","10.8.113.245","TCP","54","58123  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"6014","2017-07-31 12:54:11.931632","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"6015","2017-07-31 12:54:11.994073","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6016","2017-07-31 12:54:12.002600","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6017","2017-07-31 12:54:12.015120","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"6018","2017-07-31 12:54:12.016160","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"6019","2017-07-31 12:54:12.022560","10.8.113.245","10.8.227.69","TLSv1.2","1047","Application Data"
"6020","2017-07-31 12:54:12.025476","10.8.227.69","10.8.113.245","TCP","54","58123  >  443 [FIN, ACK] Seq=901 Ack=2421 Win=65280 Len=0"
"6021","2017-07-31 12:54:12.028252","10.8.113.245","10.8.227.69","TCP","54","443  >  58123 [FIN, ACK] Seq=2421 Ack=902 Win=66048 Len=0"
"6022","2017-07-31 12:54:12.028320","10.8.227.69","10.8.113.245","TCP","54","58123  >  443 [ACK] Seq=902 Ack=2422 Win=65280 Len=0"
"6023","2017-07-31 12:54:12.032059","10.8.227.69","10.8.113.245","TCP","66","58124  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6024","2017-07-31 12:54:12.034784","10.8.113.245","10.8.227.69","TCP","66","443  >  58124 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"6025","2017-07-31 12:54:12.034921","10.8.227.69","10.8.113.245","TCP","54","58124  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"6026","2017-07-31 12:54:12.050021","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"6027","2017-07-31 12:54:12.099807","10.8.135.56","10.8.227.69","TLSv1.2","1359","[TCP Spurious Retransmission] , Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6028","2017-07-31 12:54:12.099873","10.8.227.69","10.8.135.56","TCP","66","[TCP Dup ACK 5999#1] 58121  >  443 [ACK] Seq=644 Ack=1306 Win=65024 Len=0 SLE=1 SRE=1306"
"6029","2017-07-31 12:54:12.109026","10.8.227.69","10.8.135.56","TCP","180","[TCP Retransmission] 58121  >  443 [PSH, ACK] Seq=518 Ack=1306 Win=65024 Len=126"
"6030","2017-07-31 12:54:12.112918","10.8.113.245","10.8.227.69","TCP","54","443  >  58124 [ACK] Seq=1 Ack=518 Win=66304 Len=0"
"6031","2017-07-31 12:54:12.113250","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6032","2017-07-31 12:54:12.121627","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6033","2017-07-31 12:54:12.126744","10.8.135.56","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"6034","2017-07-31 12:54:12.127690","10.8.227.69","10.8.135.56","TLSv1.2","310","Application Data"
"6035","2017-07-31 12:54:12.133735","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"6036","2017-07-31 12:54:12.134665","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"6037","2017-07-31 12:54:12.137893","10.8.135.56","10.8.227.69","TLSv1.2","1052","Application Data"
"6038","2017-07-31 12:54:12.140636","10.8.113.245","10.8.227.69","TLSv1.2","1053","Application Data"
"6039","2017-07-31 12:54:12.140898","10.8.227.69","10.8.135.56","TCP","54","58121  >  443 [FIN, ACK] Seq=900 Ack=2355 Win=66304 Len=0"
"6040","2017-07-31 12:54:12.143624","10.8.227.69","10.8.113.245","TCP","54","58124  >  443 [FIN, ACK] Seq=901 Ack=2427 Win=65280 Len=0"
"6041","2017-07-31 12:54:12.143697","10.8.135.56","10.8.227.69","TCP","54","443  >  58121 [FIN, ACK] Seq=2355 Ack=901 Win=66048 Len=0"
"6042","2017-07-31 12:54:12.143756","10.8.227.69","10.8.135.56","TCP","54","58121  >  443 [ACK] Seq=901 Ack=2356 Win=66304 Len=0"
"6043","2017-07-31 12:54:12.147642","10.8.227.69","10.8.135.56","TCP","66","58125  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6044","2017-07-31 12:54:12.149424","10.8.113.245","10.8.227.69","TCP","54","443  >  58124 [FIN, ACK] Seq=2427 Ack=902 Win=66048 Len=0"
"6045","2017-07-31 12:54:12.149479","10.8.227.69","10.8.113.245","TCP","54","58124  >  443 [ACK] Seq=902 Ack=2428 Win=65280 Len=0"
"6046","2017-07-31 12:54:12.150023","10.8.227.69","10.8.113.245","TCP","66","58126  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6047","2017-07-31 12:54:12.152982","10.8.113.245","10.8.227.69","TCP","66","443  >  58126 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"6048","2017-07-31 12:54:12.153124","10.8.227.69","10.8.113.245","TCP","54","58126  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"6049","2017-07-31 12:54:12.156771","10.8.135.56","10.8.227.69","TCP","66","443  >  58125 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"6050","2017-07-31 12:54:12.156875","10.8.227.69","10.8.135.56","TCP","54","58125  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"6051","2017-07-31 12:54:12.168681","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"6052","2017-07-31 12:54:12.172524","10.8.227.69","10.8.135.56","TLSv1.2","571","Client Hello"
"6053","2017-07-31 12:54:12.232481","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6054","2017-07-31 12:54:12.234565","10.8.135.56","10.8.227.69","TLSv1.2","1359","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6055","2017-07-31 12:54:12.240857","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6056","2017-07-31 12:54:12.242445","10.8.227.69","10.8.135.56","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6057","2017-07-31 12:54:12.253388","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"6058","2017-07-31 12:54:12.254317","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"6059","2017-07-31 12:54:12.255511","10.8.135.56","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"6060","2017-07-31 12:54:12.256516","10.8.227.69","10.8.135.56","TLSv1.2","310","Application Data"
"6061","2017-07-31 12:54:12.262928","10.8.113.245","10.8.227.69","TLSv1.2","1046","Application Data"
"6062","2017-07-31 12:54:12.263641","10.8.135.56","10.8.227.69","TLSv1.2","1046","Application Data"
"6063","2017-07-31 12:54:12.266214","10.8.227.69","10.8.113.245","TCP","54","58126  >  443 [FIN, ACK] Seq=901 Ack=2420 Win=65536 Len=0"
"6064","2017-07-31 12:54:12.266436","10.8.227.69","10.8.135.56","TCP","54","58125  >  443 [FIN, ACK] Seq=900 Ack=2349 Win=66304 Len=0"
"6065","2017-07-31 12:54:12.269417","10.8.135.56","10.8.227.69","TCP","54","443  >  58125 [FIN, ACK] Seq=2349 Ack=901 Win=66048 Len=0"
"6066","2017-07-31 12:54:12.269477","10.8.227.69","10.8.135.56","TCP","54","58125  >  443 [ACK] Seq=901 Ack=2350 Win=66304 Len=0"
"6067","2017-07-31 12:54:12.269800","10.8.113.245","10.8.227.69","TCP","54","443  >  58126 [FIN, ACK] Seq=2420 Ack=902 Win=66048 Len=0"
"6068","2017-07-31 12:54:12.269855","10.8.227.69","10.8.113.245","TCP","54","58126  >  443 [ACK] Seq=902 Ack=2421 Win=65536 Len=0"
"6069","2017-07-31 12:54:12.272822","10.8.227.69","10.8.113.245","TCP","66","58127  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6070","2017-07-31 12:54:12.272854","10.8.227.69","10.8.135.56","TCP","66","58128  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6071","2017-07-31 12:54:12.275654","10.8.135.56","10.8.227.69","TCP","66","443  >  58128 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"6072","2017-07-31 12:54:12.275794","10.8.227.69","10.8.135.56","TCP","54","58128  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"6073","2017-07-31 12:54:12.276128","10.8.113.245","10.8.227.69","TCP","66","443  >  58127 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"6074","2017-07-31 12:54:12.276227","10.8.227.69","10.8.113.245","TCP","54","58127  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"6075","2017-07-31 12:54:12.291945","10.8.227.69","10.8.135.56","TLSv1.2","571","Client Hello"
"6076","2017-07-31 12:54:12.292258","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"6077","2017-07-31 12:54:12.352939","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6078","2017-07-31 12:54:12.352942","10.8.135.56","10.8.227.69","TLSv1.2","1359","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6079","2017-07-31 12:54:12.360878","10.8.227.69","10.8.135.56","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6080","2017-07-31 12:54:12.361383","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6081","2017-07-31 12:54:12.372620","10.8.135.56","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"6082","2017-07-31 12:54:12.373499","10.8.227.69","10.8.135.56","TLSv1.2","310","Application Data"
"6083","2017-07-31 12:54:12.374725","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"6084","2017-07-31 12:54:12.375645","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"6085","2017-07-31 12:54:12.380400","10.8.135.56","10.8.227.69","TLSv1.2","1048","Application Data"
"6086","2017-07-31 12:54:12.382248","10.8.113.245","10.8.227.69","TLSv1.2","1059","Application Data"
"6087","2017-07-31 12:54:12.383324","10.8.227.69","10.8.135.56","TCP","54","58128  >  443 [FIN, ACK] Seq=900 Ack=2351 Win=66304 Len=0"
"6088","2017-07-31 12:54:12.385179","10.8.227.69","10.8.113.245","TCP","54","58127  >  443 [FIN, ACK] Seq=901 Ack=2433 Win=65280 Len=0"
"6089","2017-07-31 12:54:12.389701","10.8.227.69","10.8.135.56","TCP","66","58129  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6090","2017-07-31 12:54:12.391450","10.8.227.69","10.8.113.245","TCP","66","58130  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6091","2017-07-31 12:54:12.392080","10.8.135.56","10.8.227.69","TCP","54","443  >  58128 [FIN, ACK] Seq=2351 Ack=901 Win=66048 Len=0"
"6092","2017-07-31 12:54:12.392082","10.8.113.245","10.8.227.69","TCP","54","443  >  58127 [FIN, ACK] Seq=2433 Ack=902 Win=66048 Len=0"
"6093","2017-07-31 12:54:12.392149","10.8.227.69","10.8.135.56","TCP","54","58128  >  443 [ACK] Seq=901 Ack=2352 Win=66304 Len=0"
"6094","2017-07-31 12:54:12.392222","10.8.227.69","10.8.113.245","TCP","54","58127  >  443 [ACK] Seq=902 Ack=2434 Win=65280 Len=0"
"6095","2017-07-31 12:54:12.396145","10.8.113.245","10.8.227.69","TCP","66","443  >  58130 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"6096","2017-07-31 12:54:12.396147","10.8.135.56","10.8.227.69","TCP","66","443  >  58129 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"6097","2017-07-31 12:54:12.396318","10.8.227.69","10.8.113.245","TCP","54","58130  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"6098","2017-07-31 12:54:12.396377","10.8.227.69","10.8.135.56","TCP","54","58129  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"6099","2017-07-31 12:54:12.412495","10.8.227.69","10.8.135.56","TLSv1.2","571","Client Hello"
"6100","2017-07-31 12:54:12.412544","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"6101","2017-07-31 12:54:12.476656","10.8.135.56","10.8.227.69","TLSv1.2","1359","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"6102","2017-07-31 12:54:12.484586","10.8.227.69","10.8.135.56","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"6103","2017-07-31 12:54:12.496514","10.8.135.56","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"6104","2017-07-31 12:54:12.497439","10.8.227.69","10.8.135.56","TLSv1.2","310","Application Data"
"6105","2017-07-31 12:54:12.502992","10.8.135.56","10.8.227.69","TLSv1.2","1049","Application Data"
"6106","2017-07-31 12:54:12.505971","10.8.227.69","10.8.135.56","TCP","54","58129  >  443 [FIN, ACK] Seq=900 Ack=2352 Win=66304 Len=0"
"6107","2017-07-31 12:54:12.508410","10.8.135.56","10.8.227.69","TCP","54","443  >  58129 [FIN, ACK] Seq=2352 Ack=901 Win=66048 Len=0"
"6108","2017-07-31 12:54:12.508472","10.8.227.69","10.8.135.56","TCP","54","58129  >  443 [ACK] Seq=901 Ack=2353 Win=66304 Len=0"
"6109","2017-07-31 12:54:12.511102","10.8.113.245","10.8.227.69","TCP","54","443  >  58130 [ACK] Seq=1 Ack=518 Win=66304 Len=0"
"6110","2017-07-31 12:54:12.511189","10.8.227.69","10.8.113.245","SSH","102","Client: Encrypted packet (len=48)"
