megaBytesSent	packetsSent	megaBytesReceived	packetsReceived	
0.5602741241455078	599	0.04026031494140625	370
0.5565204620361328	597	0.04908561706542969	375
0.5534420013427734	589	0.03913307189941406	351
0.5713119506835938	598	0.03979682922363281	361
0.5621366500854492	591	0.03370094299316406	356
0.5716571807861328	603	0.034450531005859375	368
0.5629472732543945	603	0.04996967315673828	388
0.5619869232177734	751	0.3377227783203125	692
0.5645484924316406	1142	1.1672916412353516	1661
0.5367622375488281	770	0.48882293701171875	842
0.5731105804443359	625	0.044727325439453125	396
0.5637607574462891	615	0.040813446044921875	392
0.5635700225830078	613	0.04403114318847656	391
0.5631275177001953	605	0.04720306396484375	382
0.5620460510253906	586	0.03452491760253906	373
0.5629005432128906	600	0.04655265808105469	375
0.5716648101806641	599	0.03716468811035156	367
0.5383968353271484	639	0.1934661865234375	492
0.5739040374755859	1149	1.0796089172363281	1558
0.5761489868164062	884	0.5153579711914062	926
0.5460853576660156	588	0.04531097412109375	358
0.571807861328125	604	0.04340553283691406	377
0.5623493194580078	591	0.039951324462890625	364
0.5622024536132812	592	0.03440666198730469	367
0.5717048645019531	602	0.03412628173828125	366
0.5624561309814453	591	0.03424263000488281	367
0.5530166625976562	578	0.03649711608886719	365
0.5524482727050781	906	0.6628856658935547	1067
0.5628185272216797	1109	1.0718631744384766	1557
0.5629825592041016	599	0.04698371887207031	383
0.5628070831298828	599	0.047191619873046875	386
0.5639514923095703	597	0.04391288757324219	383
0.5702266693115234	597	0.040500640869140625	374
0.5625476837158203	595	0.034130096435546875	366
0.5622920989990234	587	0.03354644775390625	352
0.5718727111816406	604	0.032985687255859375	346
0.5621604919433594	588	0.03748130798339844	377
0.5639667510986328	939	0.7211723327636719	1148
0.5781078338623047	1089	1.0179710388183594	1472
0.359222412109375	438	0.04240226745605469	299
0.010807037353515625	150	0.026004791259765625	144
0.011068344116210938	155	0.03493499755859375	150
0.01080322265625	150	0.025686264038085938	141
0.0059261322021484375	87	0.02140045166015625	84
0.0	0	0.0	0
0.0	0	0.0	0
0.0	0	0.0	0
0.0	0	0.0	0
0.0	0	0.0	0
0.00015354156494140625	2	0.00018310546875	1
0.0	0	0.0	0
0.0	0	0.0	0
0.0	0	0.0	0
